serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dim_x,dim_y,dim_h,dim_w,hole_x,hole_y,hole_xc,hole_yc,str_x,str_y,hole_d,hole_ratio,prd_dt
20211012_070001_1_2,4,1,2,2,7,29.986900155308515,20.00764782806318,-0.00030240594787445964,0.0005806844677983767,3.0117673570755805,2.970209015080816,0.02396245977151815,0.015519601483047743,-1.0084601819735789e-05,2.902312519635094e-05,3.0117673570755805,0.9862013439062179,2021-10-12 07:00:01
20211012_070101_1_2,4,1,2,2,7,29.946333092232067,20.01599863679639,4.1033356547413533e-05,-0.0004208058867708137,3.0134305340201895,2.9870940257281298,-0.003937364665460161,0.004240493684181536,1.3702297513700395e-06,-2.1023476989912742e-05,3.0134305340201895,0.9912602902257964,2021-10-12 07:01:01
20211012_070201_1_2,4,1,2,2,7,30.008911731821534,19.960884160219507,-0.00022490310745703753,3.911708091845164e-05,3.054396824111977,2.9804805816293327,-0.024967688027955095,-0.008576043169527094,-7.494543936378394e-06,1.959686785638932e-06,3.054396824111977,0.9758000525998666,2021-10-12 07:02:01
20211012_070301_1_2,4,1,2,2,7,29.953623171315964,20.01110992452931,-0.0003947877337381188,0.0005485464534568733,2.981111000814137,3.0210031753744473,-0.022156897536581135,0.03362425624158299,-1.3179965958714917e-05,2.7412095357313162e-05,3.0210031753744473,1.0133816468254337,2021-10-12 07:03:01
20211012_070401_1_2,4,1,2,2,7,29.966474900272843,19.985914180924333,-0.0005329564142962149,-6.491542857651175e-05,2.9939239934371895,2.9585357581189764,-0.02763169713081207,0.02772756844479857,-1.7785088705624243e-05,-3.2480590074018552e-06,2.9939239934371895,0.9881799820584004,2021-10-12 07:04:01
20211012_070501_1_2,4,1,2,2,7,29.96850961805427,20.0179089546609,0.0007861981232279224,-0.000556707575506029,3.0507105564637222,2.9836453914126864,0.004492149570898345,0.009307666573200013,2.623414154550696e-05,-2.7810475947659217e-05,3.0507105564637222,0.9780165427660973,2021-10-12 07:05:01
20211012_070601_1_2,4,1,2,2,7,30.04759890500824,19.993916948506413,6.783400260144936e-05,-2.8113728547919994e-06,3.02501365075442,2.9780641722693773,0.01784435587812482,-0.009516801988607344,2.2575515207021417e-06,-1.4061141006199963e-07,3.02501365075442,0.9844795812827708,2021-10-12 07:06:01
20211012_070701_1_2,4,1,2,2,7,30.016020420239407,19.948611335222125,0.0005063125216781632,-0.00017554891074302947,3.0209535791860276,3.005182802252716,-0.0026088910792382244,0.0019068646848921422,1.6868076266924557e-05,-8.8000566953286e-06,3.0209535791860276,0.9947795368184502,2021-10-12 07:07:01
20211012_070801_1_2,4,1,2,2,7,30.054590910342128,19.978191857537944,4.375091517472051e-05,-5.457854837929807e-05,3.0547639547636036,2.983526138798154,0.03028113607694756,0.017839483892234418,1.4557148791423184e-06,-2.7319063090639565e-06,3.0547639547636036,0.9766797641256828,2021-10-12 07:08:01
20211012_070901_1_2,4,1,2,2,7,30.0019841064012,20.045080702588535,-1.7575347528946085e-05,0.0003098257459287928,3.0214512727506846,2.98559198632,0.014400856282120622,-0.01629799676022388,-5.858061742388638e-07,1.5456447919852138e-05,3.0214512727506846,0.9881317674211443,2021-10-12 07:09:01
