serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dimcheck_x,dimcheck_y,holecheck_xc,holecheck_yc,dimcheck_hx,dimcheck_wy,holecheck_d,holecheck_ratio,check_result
20211002_150001_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_150101_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_150201_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_150301_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_150401_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_150501_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_150601_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_150701_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_150801_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_150901_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_151001_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_151101_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_151201_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_151301_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_151401_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_151501_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_151601_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_151701_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_151801_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_151901_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_152001_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_152101_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_152201_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_152301_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_152401_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_152501_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_152601_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_152701_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_152801_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_152901_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_153001_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_153101_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_153201_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_153301_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_153401_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_153501_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_153601_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_153701_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_153801_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_153901_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_154001_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_154101_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_154201_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_154301_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_154401_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_154501_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_154601_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_154701_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_154801_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_154901_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_155001_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_155101_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_155201_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_155301_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_155401_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_155501_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_155601_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_155701_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_155801_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_155901_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_160001_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_160101_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_160201_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_160301_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_160401_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_160501_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_160601_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_160701_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_160801_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_160901_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_161001_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_161101_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_161201_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_161301_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_161401_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
20211002_161501_2_4,1,2,4,2,22,1,1,1,1,1,1,1,1,1
