serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dim_x,dim_y,dim_h,dim_w,hole_x,hole_y,hole_xc,hole_yc,str_x,str_y,hole_d,hole_ratio,prd_dt
20211005_070001_1_1,1,1,1,3,1,49.978148362608614,40.04313771676495,-0.00015133791137474892,4.858060895332188e-06,3.996251939313977,4.0059478883871895,-0.015216344776693978,0.0368710428549938,-3.0280815983165373e-06,1.2132068494967746e-07,4.0059478883871895,1.0024262607113998,2021-10-05 07:00:01
20211005_070101_1_1,1,1,1,3,1,50.00404276332121,39.94174970460013,0.0005165178542367733,0.00036095138574932553,3.893079620491264,3.9541528527734293,0.01650116816300356,0.01265094065337519,1.0329521888491138e-05,9.03694476127956e-06,3.9541528527734293,1.015687640180978,2021-10-05 07:01:01
20211005_070201_1_1,1,1,1,3,1,50.010877859365124,39.963719177796925,-0.0005469193898319971,0.0007167608319640658,4.021350327041632,3.9271863993149374,0.00530471547490325,0.004787878412032091,-1.0936008589370922e-05,1.7935288474409166e-05,4.021350327041632,0.9765840028675224,2021-10-05 07:02:01
20211005_070301_1_1,1,1,1,3,1,50.00550916364221,39.99008246386386,-0.00011195865901436065,-0.0004865812329989006,3.9791806467947746,4.000789658935252,0.014744410328368398,-0.0018349873033834776,-2.238926488039103e-06,-1.2167547627304566e-05,4.000789658935252,1.0054305180032186,2021-10-05 07:03:01
20211005_070401_1_1,1,1,1,3,1,50.0492000468374,39.96262663203746,-0.00036559635557635155,-0.0007796112202466298,3.9949879472468353,3.964276777459403,-0.0064422702664273706,-0.011148732799363148,-7.304739241270921e-06,-1.9508507972337e-05,3.9949879472468353,0.9923125751083687,2021-10-05 07:04:01
20211005_070501_1_1,1,1,1,3,1,49.95208733104934,39.97167412847229,-0.0005959849139846297,0.0011740974270066536,3.9501213633239387,4.0268060515625566,0.028774798855677526,0.007761993184507813,-1.1931131326601759e-05,2.9373236238067155e-05,4.0268060515625566,1.0194132486537297,2021-10-05 07:05:01
20211005_070601_1_1,1,1,1,3,1,50.02916554807082,40.00098406417925,0.0006652257470938048,-4.233536615370515e-05,3.9826954584915635,4.0111923673958545,0.02253309741923883,0.021941149298124272,1.329675879671866e-05,-1.0583581165348463e-06,4.0111923673958545,1.0071551815099324,2021-10-05 07:06:01
20211005_070701_1_1,1,1,1,3,1,49.95387887015983,39.9992890110801,-3.6334189902306636e-05,0.0004280648734071403,3.951409479080515,4.000677524567618,-0.0325762009818969,-0.005887881028020049,-7.273547264817311e-07,1.070181205692339e-05,4.000677524567618,1.0124684737807956,2021-10-05 07:07:01
20211005_070801_1_1,1,1,1,3,1,50.03201900512681,40.03686999729032,0.0004342783717473884,0.000727252932354765,3.940025109490754,3.925605759684293,-0.003244046188072587,0.009168789821557083,8.680008929939199e-06,1.8164580108384727e-05,3.940025109490754,0.9963402898697961,2021-10-05 07:08:01
20211005_070901_1_1,1,1,1,3,1,50.026758846852665,40.000812429591214,0.0006003096118415064,0.00010166362663837561,3.941450944420575,3.907685748939371,-0.023889037621984858,-0.016092860719724395,1.1999770236549588e-05,2.541539045421197e-06,3.941450944420575,0.991433308201133,2021-10-05 07:09:01
20211005_071001_1_1,1,1,1,3,1,49.99267083337918,40.08079333562684,-0.0002759070491201587,0.0003050023527088832,3.9195951236237607,4.005829624355016,-0.029178546038584847,-0.018998233585348488,-5.518949968480993e-06,7.609688514767347e-06,4.005829624355016,1.0220008694805012,2021-10-05 07:10:01
20211005_071101_1_1,1,1,1,3,1,50.01879690656635,40.02702066049355,-0.0002030532406025311,9.074343078214906e-05,3.976548427906598,4.00672224880224,-0.003307474504944422,0.032323188147926986,-4.059538676666467e-06,2.2670543369147713e-06,4.00672224880224,1.0075879425191678,2021-10-05 07:11:01
20211005_071201_1_1,1,1,1,3,1,49.9687180227002,40.00780771044713,0.0007595331384048406,0.00041261781705494854,3.9629484897141114,3.987991857455377,0.025045251829290023,-0.011830344728946058,1.5200172597179572e-05,1.0313432319042135e-05,3.987991857455377,1.006319377555945,2021-10-05 07:12:01
