serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dimcheck_x,dimcheck_y,holecheck_xc,holecheck_yc,dimcheck_hx,dimcheck_wy,holecheck_d,holecheck_ratio,check_result
20211012_070001_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_070101_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_070201_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_070301_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_070401_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_070501_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_070601_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_070701_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_070801_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_070901_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_071001_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_071101_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_071201_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_071301_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_071401_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_071501_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_071601_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_071701_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_071801_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_071901_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_072001_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_072101_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_072201_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_072301_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_072401_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_072501_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_072601_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_072701_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_072801_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_072901_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_073001_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_073101_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_073201_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_073301_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_073401_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_073501_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_073601_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_073701_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_073801_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_073901_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_074001_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_074101_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_074201_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_074301_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_074401_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_074501_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_074601_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_074701_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_074801_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_074901_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_075001_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_075101_1_1,1,1,1,1,2,1,0,1,1,1,1,1,1,0
20211012_075201_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_075301_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_075401_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_075501_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_075601_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_075701_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_075801_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_075901_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_080001_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_080101_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_080201_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_080301_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_080401_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_080501_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_080601_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211012_080701_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
