serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dimcheck_x,dimcheck_y,holecheck_xc,holecheck_yc,dimcheck_hx,dimcheck_wy,holecheck_d,holecheck_ratio,check_result
20211001_070001_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_070101_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_070201_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_070301_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_070401_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_070501_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_070601_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_070701_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_070801_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_070901_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_071001_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_071101_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_071201_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_071301_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_071401_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_071501_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_071601_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_071701_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_071801_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_071901_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_072001_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_072101_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_072201_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_072301_2_4,1,2,4,2,20,1,1,0,1,1,1,1,1,0
20211001_072401_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_072501_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_072601_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_072701_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_072801_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_072901_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_073001_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_073101_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_073201_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_073301_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_073401_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_073501_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_073601_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_073701_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_073801_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_073901_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_074001_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_074101_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_074201_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_074301_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_074401_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_074501_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_074601_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_074701_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_074801_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_074901_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_075001_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_075101_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
20211001_075201_2_4,1,2,4,2,20,1,1,1,1,1,1,1,1,1
