serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dim_x,dim_y,dim_h,dim_w,hole_x,hole_y,hole_xc,hole_yc,str_x,str_y,hole_d,hole_ratio,prd_dt
20210918_230001_2_4,3,2,4,2,23,29.990466954554233,19.985043716053674,-0.0006207239297746873,-0.00042953934117791816,3.0301866616715363,3.007546710558176,-0.03466968849010718,-0.015218659620382779,-2.069737462625358e-05,-2.1493039859246138e-05,3.0301866616715363,0.992528529215797,2021-09-18 23:00:01
20210918_230101_2_4,3,2,4,2,23,29.991267189047008,20.035835607094906,-0.00021616757288910648,4.503704900814449e-06,2.9600244295148754,3.012126937732584,0.0178556224114747,0.007620893788105758,-7.20768387432633e-06,2.2478248420143943e-07,3.012126937732584,1.0176020534486763,2021-09-18 23:01:01
20210918_230201_2_4,3,2,4,2,23,30.01315036842371,20.06386739555367,-9.505933597090229e-05,-0.0005816803857968874,3.0673355398627185,2.971331093433285,0.02121370435543104,-0.025629312522168792,-3.167256179508316e-06,-2.8991438905033476e-05,3.0673355398627185,0.9687010288956746,2021-09-18 23:02:01
20210918_230301_2_4,3,2,4,2,23,30.052100744605813,20.0215870802003,0.0002848050724826083,-0.00026115180766680214,3.1144006713165684,3.0218018915578866,-0.0053358318420931574,0.013433870581980166,9.477043714946592e-06,-1.3043511816556227e-05,3.1144006713165684,0.9702675443749064,2021-09-18 23:03:01
20210918_230401_2_4,3,2,4,2,23,30.015320987749334,19.95171894216867,0.00011701985497486926,-0.000750477335543333,3.0739924241693886,2.963953252641268,-0.024971019484450404,-0.057933010318560046,3.898670782918849e-06,-3.7614670581449116e-05,3.0739924241693886,0.964203174131812,2021-09-18 23:04:01
20210918_230501_2_4,3,2,4,2,23,29.99365319414113,20.03655318696243,0.0004301928799987797,9.465815711069671e-05,2.8747795792995183,3.0468994398313636,-0.0171884524705209,-0.009879395620177435,1.4342797031567074e-05,4.724273492922414e-06,3.0468994398313636,1.0598723678751694,2021-09-18 23:05:01
20210918_230601_2_4,3,2,4,2,23,29.98470015019493,19.920060624486773,0.00014717767602636015,-1.757022135815325e-05,3.0412260834937426,2.9980204386874254,0.02276155339465844,0.009601661867479558,4.908425806799451e-06,-8.820365404187084e-07,3.0412260834937426,0.9857933466239764,2021-09-18 23:06:01
20210918_230701_2_4,3,2,4,2,23,30.06178868012795,20.04233253031042,-0.00040114470896505456,0.0005145264264337982,2.914354515374208,3.022078961294554,0.027434999055031068,-0.03520851603908736,-1.334400668015564e-05,2.567198332108648e-05,3.022078961294554,1.036963398019034,2021-09-18 23:07:01
20210918_230801_2_4,3,2,4,2,23,30.022371379769925,19.974351879547182,-0.0003315491153116843,-0.0006091707896282635,3.017174646714873,2.9424261093563673,-0.00035564011244465743,0.04374754402219697,-1.1043401972406921e-05,-3.0497649851258823e-05,3.017174646714873,0.9752256511104213,2021-09-18 23:08:01
20210918_230901_2_4,3,2,4,2,23,30.061990447329485,19.9769670588694,-0.00039336207719788466,-0.00048246156122021754,3.0474653688817206,2.992259255745961,-0.033326990423810154,-0.021095628448314703,-1.308503100907706e-05,-2.4150891363962764e-05,3.0474653688817206,0.981884580642169,2021-09-18 23:09:01
20210918_231001_2_4,3,2,4,2,23,30.016217593521585,20.085914654775912,-0.0005653082940002942,0.0001483732809315959,2.993276214961367,3.035812739954337,-0.033241419260809174,-0.01515503201021775,-1.8833428703632033e-05,7.386931761970648e-06,3.035812739954337,1.0142106915427178,2021-09-18 23:10:01
20210918_231101_2_4,3,2,4,2,23,29.943031039736024,20.01770743474168,3.5539915115040555e-05,8.717501221045028e-05,2.9474082274564823,2.9898881376417275,0.011891203183289682,0.01822631290196772,1.1869177528446323e-06,4.354894909651537e-06,2.9898881376417275,1.014412632016673,2021-09-18 23:11:01
20210918_231201_2_4,3,2,4,2,23,30.050035405932952,20.035797178787043,-0.00015469013766493937,-0.00038854198614470355,3.057552696958438,3.078527081806399,0.007117803434442205,0.00029527896179407494,-5.147752259699435e-06,-1.939238966523745e-05,3.078527081806399,1.0068598604592573,2021-09-18 23:12:01
20210918_231301_2_4,3,2,4,2,23,29.975634450282477,20.020488296686462,-0.00016956713410202955,0.00044584890120528346,3.0746247784124034,3.0440609367779494,-0.01416099524017093,0.00920993923765799,-5.656832197606134e-06,2.2269631719176135e-05,3.0746247784124034,0.9900593263122547,2021-09-18 23:13:01
20210918_231401_2_4,3,2,4,2,23,30.001156026575803,20.033019542388608,-6.122256913759251e-05,-0.0003417116304534139,2.9636913765343076,2.9645885983339335,-0.008240815536120034,-0.011812627748588841,-2.0406736688199605e-06,-1.7057420112348693e-05,2.9645885983339335,1.0003027379324074,2021-09-18 23:14:01
20210918_231501_2_4,3,2,4,2,23,29.98395380216781,20.025200526682625,-0.0005431244331502107,0.00012524867506181055,2.977602200550092,2.9714732003573374,-0.0014062735945594162,-0.0035407500533789858,-1.811383637840795e-05,6.254552851789057e-06,2.977602200550092,0.9979416323001029,2021-09-18 23:15:01
20210918_231601_2_4,3,2,4,2,23,29.952014149852968,20.017683008229156,0.00039673311168937744,-0.0003707408170546357,3.0869394961471444,3.0246819480242766,0.005971631177706408,-0.03161829057838438,1.324562380694939e-05,-1.8520665798445617e-05,3.0869394961471444,0.9798319506421903,2021-09-18 23:16:01
20210918_231701_2_4,3,2,4,2,23,30.02838591628196,20.036184091368156,-0.000632139449897091,-0.0003626450513617282,3.1066149985530647,3.023756039562415,0.016584337414906097,0.007622747138171808,-2.105139622420841e-05,-1.8099506857593725e-05,3.1066149985530647,0.9733282176809028,2021-09-18 23:17:01
20210918_231801_2_4,3,2,4,2,23,30.011036498323183,19.9323199750263,0.00046320240261258895,-0.00015464665206069882,3.012479767230023,3.00348020546248,-0.03512868879923262,0.011618634101632332,1.5434402028682668e-05,-7.758587673409792e-06,3.012479767230023,0.9970125735397659,2021-09-18 23:18:01
20210918_231901_2_4,3,2,4,2,23,29.99600325105322,20.100769730010974,-1.5831937671517897e-06,4.6453882946036886e-05,2.9675590243405616,2.9534633393135925,-0.0253273051455017,-0.041107787912857706,-5.278015720631716e-08,2.311049953309998e-06,2.9675590243405616,0.9952500742491208,2021-09-18 23:19:01
20210918_232001_2_4,3,2,4,2,23,29.92273763213992,20.01590017611479,0.00024378251246124318,8.348805197961966e-05,2.945902427873459,3.052681378403425,-0.006253958943249823,0.015025695187883971,8.147065801873594e-06,4.171086548445467e-06,3.052681378403425,1.0362466012178977,2021-09-18 23:20:01
20210918_232101_2_4,3,2,4,2,23,29.999608892214706,20.010625606278243,-0.0003277435881198558,0.0007732572451816143,2.930300813191275,2.9678175732327303,-0.018239406112245903,-0.018893542904774314,-1.092492869815078e-05,3.8642332348620243e-05,2.9678175732327303,1.0128030405180815,2021-09-18 23:21:01
20210918_232201_2_4,3,2,4,2,23,30.048308244352476,19.944413017566227,0.0006568709232684206,-0.0001065987871949909,3.0341020725873036,3.039726877554565,0.004023901612171125,0.02332711569716702,2.1860496036141345e-05,-5.344794409396909e-06,3.039726877554565,1.0018538614828028,2021-09-18 23:22:01
