serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dim_x,dim_y,dim_h,dim_w,hole_x,hole_y,hole_xc,hole_yc,str_x,str_y,hole_d,hole_ratio,prd_dt
20211013_070001_2_4,2,2,4,2,19,29.978364837302585,19.963304931288867,-0.00024134604536542138,-0.0006727583494504891,2.9408115875322487,2.974031778658178,0.01266660291947697,-0.007774518223162266,-8.050674100313517e-06,-3.369974820131421e-05,2.974031778658178,1.0112962664003258,2021-10-13 07:00:01
20211013_070101_2_4,2,2,4,2,19,29.938528580292346,19.978900359148113,8.854423671022106e-05,0.0005580984807501611,2.970664129390875,2.981313865044574,-0.00897776158201483,0.016720588751080186,2.9575346855391928e-06,2.7934394321888395e-05,2.981313865044574,1.0035849679364064,2021-10-13 07:01:01
20211013_070201_2_4,2,2,4,2,19,29.96513229323815,20.03359176218346,0.0006875921168605526,0.00022551353444399846,3.0236972540837876,3.0370181276152945,-0.03176586611720614,-0.012197812950939566,2.294640684819245e-05,1.125676998518511e-05,3.0370181276152945,1.0044054918241287,2021-10-13 07:02:01
20211013_070301_2_4,2,2,4,2,19,30.017875241190215,20.028669184132923,-0.00021042682686975696,0.0004738814856831523,2.9956214386682634,2.9486923993275855,-0.013382998326725863,0.002895733425603992,-7.0100506841007675e-06,2.3660158412250867e-05,2.9956214386682634,0.9843341222175453,2021-10-13 07:03:01
20211013_070401_2_4,2,2,4,2,19,30.001094314614452,19.966256809601305,0.0003607456085331914,0.00045352231210395443,3.0146346284905574,2.984312548292048,-0.0020965371065541955,-0.005071363801460419,1.2024415001337506e-05,2.2714438486329904e-05,3.0146346284905574,0.9899417063972055,2021-10-13 07:04:01
20211013_070501_2_4,2,2,4,2,19,29.98546468617863,20.01851400389976,1.952498472366754e-05,0.00021096886778821703,3.024431827889354,3.0065987899141646,-0.024533857915219812,0.017698144292460128,6.511483122910315e-07,1.0538687724129707e-05,3.024431827889354,0.9941036733542001,2021-10-13 07:05:01
20211013_070601_2_4,2,2,4,2,19,30.009999704430076,19.9567857136741,-7.604963257934687e-05,7.08658355647185e-05,2.940653452560563,3.0246039190184018,0.02178635178954901,-0.011458184510381953,-2.5341430632576925e-06,3.5509643978470066e-06,3.0246039190184018,1.0285482352178354,2021-10-13 07:06:01
20211013_070701_2_4,2,2,4,2,19,29.972433612536108,19.973209056956023,0.0001685424336574541,-0.00012500389326838338,2.9515510287725104,3.046187760934066,-0.012511503527614416,-0.0007286607061678631,5.623248209880443e-06,-6.2585783241901515e-06,3.046187760934066,1.0320633901426781,2021-10-13 07:07:01
20211013_070801_2_4,2,2,4,2,19,29.95011023372249,19.97992881052628,-0.0008592680367929556,-0.000451380178837333,3.0600722185048888,2.946509809256141,-0.01267310869128905,-0.0315242710862315,-2.868997910483341e-05,-2.2591681037398226e-05,3.0600722185048888,0.9628889774032089,2021-10-13 07:08:01
20211013_070901_2_4,2,2,4,2,19,30.04207126075874,20.014275657517278,-2.2708400457716965e-05,0.0007081556281870455,2.9719500191671093,3.0595668767832525,0.03281376732689287,-0.002295879834511802,-7.558866451188707e-07,3.5382525968211355e-05,3.0595668767832525,1.0294812688810622,2021-10-13 07:09:01
