serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dimcheck_x,dimcheck_y,holecheck_xc,holecheck_yc,dimcheck_hx,dimcheck_wy,holecheck_d,holecheck_ratio,check_result
20211014_230001_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_230101_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_230201_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_230301_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_230401_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_230501_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_230601_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_230701_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_230801_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_230901_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_231001_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_231101_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_231201_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_231301_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_231401_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_231501_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_231601_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_231701_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_231801_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_231901_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_232001_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_232101_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_232201_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_232301_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_232401_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_232501_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_232601_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_232701_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_232801_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_232901_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_233001_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_233101_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_233201_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_233301_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_233401_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_233501_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_233601_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_233701_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_233801_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_233901_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_234001_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_234101_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_234201_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_234301_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_234401_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_234501_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_234601_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_234701_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_234801_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_234901_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_235001_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_235101_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_235201_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_235301_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_235401_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_235501_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_235601_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_235701_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_235801_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211014_235901_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_000001_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_000101_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_000201_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_000301_1_2,4,1,2,1,12,0,1,1,1,1,1,1,1,0
20211015_000401_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_000501_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_000601_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_000701_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_000801_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_000901_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_001001_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_001101_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_001201_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_001301_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_001401_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_001501_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_001601_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_001701_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_001801_1_2,4,1,2,1,12,1,1,1,1,1,1,0,1,0
20211015_001901_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_002001_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_002101_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_002201_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_002301_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_002401_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_002501_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_002601_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_002701_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_002801_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_002901_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_003001_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_003101_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_003201_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_003301_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_003401_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_003501_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_003601_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_003701_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_003801_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_003901_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_004001_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_004101_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_004201_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_004301_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_004401_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_004501_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_004601_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_004701_1_2,4,1,2,1,12,1,1,1,1,1,1,0,1,0
20211015_004801_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_004901_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_005001_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_005101_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_005201_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
20211015_005301_1_2,4,1,2,1,12,1,1,1,1,1,1,1,1,1
