serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dim_x,dim_y,dim_h,dim_w,hole_x,hole_y,hole_xc,hole_yc,str_x,str_y,hole_d,hole_ratio,prd_dt
20211005_070001_1_1,1,1,1,3,1,50.03196198345483,39.964016960505944,0.00023426697203779876,0.0002556670517092106,3.988420016319917,4.017858501803888,-0.0004371175272286172,-0.026591350022125343,4.682346299257043e-06,6.3974312682799404e-06,4.017858501803888,1.0073809893049162,2021-10-05 07:00:01
20211005_070101_1_1,1,1,1,3,1,49.94029353392511,39.98282085084754,-5.9074132800465724e-05,-6.918589812194718e-05,4.026761524435123,3.9945381586763853,0.019487257845609004,-0.017210580624756132,-1.1828951858349788e-06,-1.7303906190120803e-06,4.026761524435123,0.9919976970170196,2021-10-05 07:01:01
20211005_070201_1_1,1,1,1,3,1,49.98741783364235,39.980300671049775,0.000295049288266464,0.0005387030003502577,4.013582758991233,3.9637021685543368,0.012609744144290749,0.016729102275996464,5.902471082790979e-06,1.3474210831544323e-05,4.013582758991233,0.9875720538401374,2021-10-05 07:02:01
20211005_070301_1_1,1,1,1,3,1,50.01396368074147,39.99331178532817,0.00023214799101564909,-0.0009949737329905312,4.063030415462568,3.965229642215279,-0.027498580834469905,0.006002879492096609,4.641663526161209e-06,-2.4878503144006806e-05,4.063030415462568,0.9759291062958596,2021-10-05 07:03:01
20211005_070401_1_1,1,1,1,3,1,50.012946001318,39.93730613277778,-0.0006106418730770253,-7.313048805477724e-05,4.012936511178554,4.046528034099635,0.02690132937621769,-0.033286772016231786,-1.2209676131874594e-05,-1.8311322203766969e-06,4.046528034099635,1.0083708084659466,2021-10-05 07:04:01
20211005_070501_1_1,1,1,1,3,1,50.017405210754184,39.99602515282962,0.0003688612488948067,0.0002030269889804588,4.027581957492325,3.97128562546104,0.012931247269321966,-0.008652550312426762,7.374657828421261e-06,5.07617915041978e-06,4.027581957492325,0.9860223000734821,2021-10-05 07:05:01
20211005_070601_1_1,1,1,1,3,1,50.04622932885695,39.96312998315594,-9.250142408220901e-05,-1.692322188001852e-05,4.0312920389696805,3.968227350473275,-0.01676427373489693,0.0019297588064113966,-1.8483195501978035e-06,-4.2347088146377646e-07,4.0312920389696805,0.984356209402154,2021-10-05 07:06:01
20211005_070701_1_1,1,1,1,3,1,50.08468378533853,39.98220574008568,-0.0004430786968334558,-0.0008920609983887125,4.039591910034944,3.960838397809979,-0.014987725705761663,-0.019282328198582468,-8.846590680945057e-06,-2.231145035338415e-05,4.039591910034944,0.9805045871021453,2021-10-05 07:07:01
20211005_070801_1_1,1,1,1,3,1,50.0518888723861,39.992219437042195,-9.679404236366383e-05,-0.0005452995104718973,3.977284652972868,3.960213168208625,0.0356711098779016,-0.010838679598930378,-1.9338739165359576e-06,-1.3635139988425395e-05,3.977284652972868,0.9957077538436977,2021-10-05 07:08:01
20211005_070901_1_1,1,1,1,3,1,50.00093093580939,40.0096518081111,0.0003246528965808282,0.00020225983667187226,4.044036426924987,4.040489730347112,0.025783569887763428,0.0008160237002180095,6.492937041464564e-06,5.055276102924455e-06,4.044036426924987,0.9991229810507488,2021-10-05 07:09:01
20211005_071001_1_1,1,1,1,3,1,49.95874692479466,40.00095788410873,-0.0004331756032389988,0.00010617495602283532,4.003682728980042,3.9983006406202297,0.011118920895909391,-0.01669437043837037,-8.670665897426914e-06,2.6543103375285844e-06,4.003682728980042,0.9986557155688549,2021-10-05 07:10:01
20211005_071101_1_1,1,1,1,3,1,50.037838085938525,40.0414892869062,4.801404752289966e-05,-0.0002827564471472583,3.936688919845388,3.946969806659807,0.004570904091087591,-0.0020194410696010748,9.59554796121226e-07,-7.061586673793407e-06,3.946969806659807,1.0026115568244653,2021-10-05 07:11:01
