serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dimcheck_x,dimcheck_y,holecheck_xc,holecheck_yc,dimcheck_hx,dimcheck_wy,holecheck_d,holecheck_ratio,check_result
20211013_150001_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_150101_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_150201_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_150301_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_150401_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_150501_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_150601_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_150701_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_150801_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_150901_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_151001_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_151101_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_151201_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_151301_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_151401_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_151501_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_151601_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_151701_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_151801_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_151901_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_152001_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_152101_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_152201_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_152301_2_4,7,2,4,3,22,1,1,0,1,1,1,1,1,0
20211013_152401_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_152501_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_152601_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_152701_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_152801_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_152901_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_153001_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_153101_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_153201_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_153301_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_153401_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_153501_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_153601_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_153701_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_153801_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_153901_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_154001_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_154101_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_154201_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_154301_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_154401_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_154501_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_154601_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_154701_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_154801_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_154901_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_155001_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_155101_2_4,7,2,4,3,22,1,1,1,1,1,1,0,1,0
20211013_155201_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_155301_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_155401_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_155501_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_155601_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_155701_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_155801_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_155901_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_160001_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_160101_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_160201_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_160301_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_160401_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_160501_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_160601_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_160701_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_160801_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_160901_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_161001_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_161101_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_161201_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_161301_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_161401_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_161501_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_161601_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_161701_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_161801_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_161901_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_162001_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_162101_2_4,7,2,4,3,22,1,1,1,1,1,1,0,1,0
20211013_162201_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_162301_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_162401_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_162501_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_162601_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_162701_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_162801_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_162901_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_163001_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_163101_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_163201_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_163301_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_163401_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_163501_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_163601_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_163701_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_163801_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_163901_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_164001_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_164101_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_164201_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_164301_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_164401_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_164501_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_164601_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_164701_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
20211013_164801_2_4,7,2,4,3,22,1,1,1,1,1,1,1,1,1
