serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dim_x,dim_y,dim_h,dim_w,hole_x,hole_y,hole_xc,hole_yc,str_x,str_y,hole_d,hole_ratio,prd_dt
20211013_070001_1_2,2,1,2,2,7,30.024051856427274,19.982229785021524,0.00012582413321925856,0.00040592898662153936,3.026621533043393,2.949644209674066,0.0082577081805412,0.008520428859272901,4.190777907690141e-06,2.0314498981781284e-05,3.026621533043393,0.9745665843816543,2021-10-13 07:00:01
20211013_070101_1_2,2,1,2,2,7,30.005841585483715,19.985856889840644,-0.0004465941677901821,-0.0003159958065904307,3.0529895911744442,3.0126058039753048,-0.014023310884513173,0.019146992734915075,-1.4883574137318525e-05,-1.5810971144852936e-05,3.0529895911744442,0.9867723796648765,2021-10-13 07:01:01
20211013_070201_1_2,2,1,2,2,7,29.909251008652088,19.98317883298899,0.00010695508604200227,-0.0004992838805913208,3.0043922706340043,2.939896221568879,-0.01887108955960862,-0.010905820588914376,3.575986774495373e-06,-2.4985208047434575e-05,3.0043922706340043,0.9785327469733122,2021-10-13 07:02:01
20211013_070301_1_2,2,1,2,2,7,30.00770996022245,20.031298382321026,6.215103279609151e-05,0.0003131891575984548,3.0322257039138583,2.996494518848161,0.008670998163093779,-0.03201267069928346,2.0711688055662203e-06,1.5634990384590615e-05,3.0322257039138583,0.9882161855499157,2021-10-13 07:03:01
20211013_070401_1_2,2,1,2,2,7,29.93745871100079,20.078445903978384,0.00048102951945599596,-0.00018625902674708144,2.963207653963862,3.00610207877553,-0.0027781421876242026,-0.004488215819839531,1.606781404191924e-05,-9.276565907432891e-06,3.00610207877553,1.0144756729263602,2021-10-13 07:04:01
20211013_070501_1_2,2,1,2,2,7,30.00688570562306,19.99062673049558,0.0004087013899639315,1.4431990147453953e-05,3.0138061054963257,2.971762292488669,-0.0032524884381392046,-0.008155537316464062,1.3620253496928008e-05,7.219378532759074e-07,3.0138061054963257,0.986049595914289,2021-10-13 07:05:01
20211013_070601_1_2,2,1,2,2,7,30.05964728406538,19.9685996610402,0.0003369140866358043,0.00043243156865891905,3.055022933492248,3.019912212418579,0.02180402003243093,-0.007027359747581029,1.1208184961451708e-05,2.165557805751477e-05,3.055022933492248,0.988507215219647,2021-10-13 07:06:01
20211013_070701_1_2,2,1,2,2,7,30.003615789815164,19.997555254137897,0.00025906979400330013,0.00044685767315021053,2.9930250085685373,3.065610873600768,0.028781801648858893,0.0004890411507139943,8.634619101183209e-06,2.2345615125016177e-05,3.065610873600768,1.024251673415501,2021-10-13 07:07:01
20211013_070801_1_2,2,1,2,2,7,30.039964063889027,20.009493208305813,0.0005179964545461649,-0.0004302145321544725,2.9839442155239877,3.031222816102162,-0.01358609137493324,0.020830290572623474,1.7243577703504887e-05,-2.150052116142018e-05,3.031222816102162,1.015844331248623,2021-10-13 07:08:01
20211013_070901_1_2,2,1,2,2,7,29.97059107931984,20.062871284159343,-0.0004843370093622935,0.00010098064008080424,2.9905575852043476,2.9726088115764804,0.0036102024698572988,0.008907184564969787,-1.616040898494302e-05,5.033209785906048e-06,2.9905575852043476,0.9939981849148574,2021-10-13 07:09:01
