serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dimcheck_x,dimcheck_y,holecheck_xc,holecheck_yc,dimcheck_hx,dimcheck_wy,holecheck_d,holecheck_ratio,check_result
20211012_150001_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_150101_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_150201_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_150301_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_150401_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_150501_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_150601_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_150701_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_150801_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_150901_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_151001_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_151101_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_151201_2_6,8,2,6,2,34,1,1,0,1,1,1,1,1,0
20211012_151301_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_151401_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_151501_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_151601_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_151701_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_151801_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_151901_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_152001_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_152101_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_152201_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_152301_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_152401_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_152501_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_152601_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_152701_2_6,8,2,6,2,34,1,1,1,0,1,1,1,1,0
20211012_152801_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_152901_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
20211012_153001_2_6,8,2,6,2,34,1,1,1,1,1,1,1,1,1
