serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dimcheck_x,dimcheck_y,holecheck_xc,holecheck_yc,dimcheck_hx,dimcheck_wy,holecheck_d,holecheck_ratio,check_result
20211013_070001_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_070101_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_070201_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_070301_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_070401_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_070501_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_070601_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_070701_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_070801_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_070901_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_071001_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_071101_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_071201_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_071301_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_071401_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_071501_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_071601_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_071701_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_071801_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_071901_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_072001_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_072101_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_072201_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_072301_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_072401_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_072501_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_072601_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_072701_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_072801_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_072901_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_073001_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_073101_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_073201_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_073301_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_073401_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_073501_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_073601_1_1,1,1,1,1,2,0,1,1,1,1,1,1,1,0
20211013_073701_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_073801_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_073901_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_074001_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_074101_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_074201_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_074301_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_074401_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_074501_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_074601_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_074701_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_074801_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_074901_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_075001_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_075101_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_075201_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_075301_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_075401_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_075501_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_075601_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_075701_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_075801_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_075901_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_080001_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_080101_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
