serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dim_x,dim_y,dim_h,dim_w,hole_x,hole_y,hole_xc,hole_yc,str_x,str_y,hole_d,hole_ratio,prd_dt
20211012_230001_2_4,2,2,4,2,23,29.98093241487985,19.9658099957502,0.0004767472460307484,-2.3171095603541494e-05,2.959185781398315,2.972508052369192,-0.011835252518405307,0.046901638108010124,1.59016817567066e-05,-1.160538721367856e-06,2.972508052369192,1.0045020056039138,2021-10-12 23:00:01
20211012_230101_2_4,2,2,4,2,23,30.012026135494562,20.007791217052816,-0.0006361533571481644,0.0003696831657677699,3.0648450524274566,3.041203757210367,0.01925102876121097,-0.0036745337027251144,-2.119661479288797e-05,1.8476960387945555e-05,3.0648450524274566,0.9922863000208233,2021-10-12 23:01:01
20211012_230201_2_4,2,2,4,2,23,29.964283909231693,20.01433779975359,0.00025215145740148094,0.0007916693598299282,3.0298532731357692,3.0072452257260314,-0.01339359647828798,-0.01771283437821304,8.415067023303555e-06,3.9555111328223655e-05,3.0298532731357692,0.9925382368809103,2021-10-12 23:02:01
20211012_230301_2_4,2,2,4,2,23,29.97712912097085,20.05017301707179,0.00019557859932859743,-9.456578404615256e-05,3.012989558550963,2.954573092148509,0.017432411878002107,-0.010233906554580242,6.524260496705741e-06,-4.716457257781975e-06,3.012989558550963,0.9806117926175131,2021-10-12 23:03:01
20211012_230401_2_4,2,2,4,2,23,29.94909603743118,19.953770428397437,-9.446852500450221e-05,0.00019882584107085594,2.9739751319354704,2.985729210309615,-0.00819080014154902,-0.009579933130511647,-3.1543030509646412e-06,9.964324375903145e-06,2.985729210309615,1.0039523122597516,2021-10-12 23:04:01
20211012_230501_2_4,2,2,4,2,23,29.98316478897738,20.034321537544827,-4.086268584535747e-06,0.0008130613016962672,3.0085457485810227,3.0181426092966928,-0.004961652572312716,0.007676282898195967,-1.362854326184396e-07,4.0583420814753806e-05,3.0181426092966928,1.0031898669715082,2021-10-12 23:05:01
20211012_230601_2_4,2,2,4,2,23,29.970905107458915,19.98408087947364,8.200008275266725e-05,-0.00026061682569726043,3.0614762402273588,2.998228411658312,0.01057112155774406,0.03181232270000566,2.735989535806836e-06,-1.3041221523725378e-05,3.0614762402273588,0.9793407416533307,2021-10-12 23:06:01
20211012_230701_2_4,2,2,4,2,23,30.03234477691465,20.042076404400387,0.00026661529027797076,0.0001423601013461624,2.9524143173624418,2.9912260866303506,0.010568565067790503,-0.0020727863268535794,8.877604870962769e-06,7.10306150289429e-06,2.9912260866303506,1.0131457732878701,2021-10-12 23:07:01
20211012_230801_2_4,2,2,4,2,23,30.038048297495642,19.954690583380536,6.37450988691854e-05,-5.0481379482000714e-05,2.963926668867004,2.945455745094697,0.0028678077861355182,-0.013745735785813845,2.12214516195781e-06,-2.5298001625765443e-06,2.963926668867004,0.9937680901601498,2021-10-12 23:08:01
20211012_230901_2_4,2,2,4,2,23,29.95740971763783,19.993540103273016,0.00022497191778359215,-0.00019990996028915596,2.9658263088164194,3.045510671134896,0.022017009793128862,-0.012621370431068566,7.509725303491006e-06,-9.9987275518271e-06,3.045510671134896,1.0268675080808345,2021-10-12 23:09:01
20211012_231001_2_4,2,2,4,2,23,29.99465634133586,19.951797249538227,0.0001149768906883027,0.0004502775806506642,3.005827067102006,3.0165986966076064,0.0018334152842522178,0.013632821532165402,3.833245808182579e-06,2.2568271670918547e-05,3.0165986966076064,1.0035835825764872,2021-10-12 23:10:01
20211012_231101_2_4,2,2,4,2,23,30.04455176787874,19.977961181938205,-0.00011364065995992781,-0.00023657516922694243,2.9186219424218223,3.0023358588466604,0.017101530304091835,-0.012911613410595366,-3.7824049044866573e-06,-1.1841807433324414e-05,3.0023358588466604,1.0286826858964042,2021-10-12 23:11:01
20211012_231201_2_4,2,2,4,2,23,29.929765704582294,19.981148992619868,-0.0004756778057120394,2.8341880265088057e-05,3.0334841696883283,3.0425188814591015,-0.03294144123404788,-0.004088834881782026,-1.589313496160153e-05,1.4184309558752734e-06,3.0425188814591015,1.002978328306787,2021-10-12 23:12:01
20211012_231301_2_4,2,2,4,2,23,30.084057251584543,19.959963617816783,1.972477157272729e-05,0.00021127552569649052,3.0234272997332208,2.995190780611379,-0.007753858876818187,0.015423810462165068,6.556552996749923e-07,1.058496547097413e-05,3.0234272997332208,0.9906607580330001,2021-10-12 23:13:01
20211012_231401_2_4,2,2,4,2,23,29.998602690790886,20.001313193480893,-0.00023564675663879483,-0.00012384174804602215,3.0545544593031297,2.981369092066003,-0.006671682473008149,0.0025210903630161715,-7.855257762093525e-06,-6.191680858554146e-06,3.0545544593031297,0.9760405754056115,2021-10-12 23:14:01
20211012_231501_2_4,2,2,4,2,23,30.003653415630158,20.00358054130849,0.0004015154664230419,0.0003014015548458894,3.024010179256553,3.0166363350018077,-0.05083256027220192,-0.009395253911174361,1.3382219187143247e-05,1.5067380273420485e-05,3.024010179256553,0.9975615676477128,2021-10-12 23:15:01
20211012_231601_2_4,2,2,4,2,23,29.99923572481126,20.012385436162845,-0.000348869226160902,-0.00031891302940629564,2.98788137315007,2.988573044812281,0.00176601939556369,0.053395812498307896,-1.1629270470792866e-05,-1.5935782889230806e-05,2.988573044812281,1.0002314923438482,2021-10-12 23:16:01
20211012_231701_2_4,2,2,4,2,23,29.985529500463524,20.038377959845896,0.00017696844512935843,-0.000709673245813966,3.0467753775950834,2.9938735874888667,-0.001336385185607989,0.008339329748343411,5.901794901658241e-06,-3.541570316899161e-05,3.0467753775950834,0.9826367934783647,2021-10-12 23:17:01
20211012_231801_2_4,2,2,4,2,23,30.04652335151699,20.017989773245485,0.0004107789822373302,0.0004878293155763337,2.9867550979678055,2.989163008535446,0.021602639592117973,-0.01413142097454295,1.3671431380981746e-05,2.436954564880081e-05,2.989163008535446,1.000806196185713,2021-10-12 23:18:01
20211012_231901_2_4,2,2,4,2,23,29.97251227846558,19.948260027405617,-0.0002542866470002715,0.00031560028645828746,3.0071091788987747,3.0274989260042613,0.00020506599072302883,-0.0030035573261248854,-8.483995089826668e-06,1.582094308098575e-05,3.0274989260042613,1.006780514405185,2021-10-12 23:19:01
20211012_232001_2_4,2,2,4,2,23,30.015394975669363,20.071629265788257,-0.00019337951633312803,0.000442448373582402,3.0285778287990333,2.932670619954589,-0.025466554139238207,0.02211947622143973,-6.442677715548388e-06,2.204347079768694e-05,3.0285778287990333,0.9683325923037363,2021-10-12 23:20:01
20211012_232101_2_4,2,2,4,2,23,30.03703998680958,20.03736539456505,0.00011634715982505035,0.0002874879178767895,2.9636929882545173,2.9679712480655644,0.00043722120291728297,0.02484825332817648,3.873456235239653e-06,1.4347590724415693e-05,2.9679712480655644,1.0014435570175462,2021-10-12 23:21:01
20211012_232201_2_4,2,2,4,2,23,30.026926676240432,19.966617155124553,-0.0007344597607531131,0.0009849932474479556,2.9793165940311064,3.0297158006901825,0.004440561969683646,0.015989464666278572,-2.4460037774504343e-05,4.933200450508719e-05,3.0297158006901825,1.0169163649006112,2021-10-12 23:22:01
20211012_232301_2_4,2,2,4,2,23,29.962816995740702,19.96956941732037,-0.000499404536736543,2.5403167913658506e-05,3.008358576495113,3.030070257607678,-0.019157362054755843,-0.024453350029936337,-1.6667476119069e-05,1.272093923648918e-06,3.030070257607678,1.0072171187577847,2021-10-12 23:23:01
20211012_232401_2_4,2,2,4,2,23,30.023350306311002,20.048770642734123,-0.00010350047572549415,0.0007494935987302047,2.9855090776594753,3.0354143227034887,-0.024463380372658085,-0.010254566213170667,-3.4473326484065977e-06,3.7383519023987076e-05,3.0354143227034887,1.016715824251701,2021-10-12 23:24:01
20211012_232501_2_4,2,2,4,2,23,29.966889382455975,20.040422111060337,7.659051166807882e-05,0.00018590695665460826,2.9498558758881166,2.975915923171882,0.004632206737869734,0.021491537929250595,2.555837901311122e-06,9.276598847287052e-06,2.975915923171882,1.0088343459410265,2021-10-12 23:25:01
20211012_232601_2_4,2,2,4,2,23,30.018888173009742,19.951952839077283,0.00033348782949868685,6.035457012084981e-05,2.969805036824867,2.9754683063815808,-0.0026512970794953868,0.022978542916976544,1.1109266525018365e-05,3.0249956286304564e-06,2.9754683063815808,1.0019069499467104,2021-10-12 23:26:01
20211012_232701_2_4,2,2,4,2,23,29.935357033597047,20.028280486759574,-0.0003277878298030392,0.00041589013448377126,3.0100275545531385,3.0463663492502744,0.06244758449656544,-0.012468597109828285,-1.0949855364516162e-05,2.0765144304759994e-05,3.0463663492502744,1.012072578751702,2021-10-12 23:27:01
20211012_232801_2_4,2,2,4,2,23,30.028131459537313,19.99722326017637,0.00017109632693665535,-0.0003510076876162751,3.0296226585585826,2.96650011222348,-0.0038151635434930564,0.03140418069662509,5.697867919860628e-06,-1.7552821361718362e-05,3.0296226585585826,0.9791648817529195,2021-10-12 23:28:01
20211012_232901_2_4,2,2,4,2,23,29.90813951597933,20.03241617182427,0.0004762753334778965,0.0003096354648785397,2.942952265540754,2.991835345865682,0.022877158116552946,0.00245906439801626,1.5924605849301725e-05,1.54567208579684e-05,2.991835345865682,1.0166102185541042,2021-10-12 23:29:01
20211012_233001_2_4,2,2,4,2,23,29.96235041081554,20.01782765577887,8.513260489728619e-05,0.0003083651031652566,2.9822113713788188,3.0591164381265257,-0.008090419403493213,0.001509392495429902,2.8413193134059264e-06,1.5404523830848144e-05,3.0591164381265257,1.0257879329030088,2021-10-12 23:30:01
