serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dimcheck_x,dimcheck_y,holecheck_xc,holecheck_yc,dimcheck_hx,dimcheck_wy,holecheck_d,holecheck_ratio,check_result
20211014_230001_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_230101_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_230201_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_230301_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_230401_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_230501_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_230601_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_230701_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_230801_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_230901_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_231001_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_231101_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_231201_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_231301_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_231401_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_231501_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_231601_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_231701_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_231801_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_231901_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_232001_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_232101_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_232201_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_232301_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_232401_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_232501_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
20211014_232601_1_2,3,1,2,3,12,1,1,1,1,1,1,1,1,1
