serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dimcheck_x,dimcheck_y,holecheck_xc,holecheck_yc,dimcheck_hx,dimcheck_wy,holecheck_d,holecheck_ratio,check_result
20211013_230001_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_230101_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_230201_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_230301_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_230401_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_230501_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_230601_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_230701_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_230801_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_230901_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_231001_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_231101_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_231201_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_231301_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_231401_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_231501_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_231601_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_231701_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_231801_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_231901_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_232001_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_232101_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_232201_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_232301_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_232401_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_232501_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_232601_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_232701_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_232801_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_232901_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_233001_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_233101_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_233201_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_233301_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_233401_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_233501_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_233601_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_233701_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_233801_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_233901_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_234001_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_234101_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_234201_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_234301_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_234401_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_234501_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_234601_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_234701_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_234801_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_234901_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_235001_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_235101_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_235201_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_235301_2_4,8,2,4,2,24,1,1,1,0,1,1,1,1,0
20211013_235401_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_235501_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_235601_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_235701_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_235801_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211013_235901_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211014_000001_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211014_000101_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211014_000201_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211014_000301_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211014_000401_2_4,8,2,4,2,24,1,1,0,1,1,1,1,1,0
20211014_000501_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211014_000601_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211014_000701_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211014_000801_2_4,8,2,4,2,24,0,1,1,1,1,1,1,1,0
20211014_000901_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
20211014_001001_2_4,8,2,4,2,24,1,1,1,1,1,1,1,1,1
