serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dimcheck_x,dimcheck_y,holecheck_xc,holecheck_yc,dimcheck_hx,dimcheck_wy,holecheck_d,holecheck_ratio,check_result
20211014_150001_1_1,9,1,1,2,4,1,1,1,0,1,1,1,1,0
20211014_150101_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_150201_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_150301_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_150401_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_150501_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_150601_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_150701_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_150801_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_150901_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_151001_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_151101_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_151201_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_151301_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_151401_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_151501_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_151601_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_151701_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_151801_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_151901_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_152001_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_152101_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_152201_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_152301_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_152401_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_152501_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_152601_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_152701_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_152801_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_152901_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_153001_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_153101_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_153201_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_153301_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_153401_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_153501_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
20211014_153601_1_1,9,1,1,2,4,1,1,1,1,1,1,1,1,1
