serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dimcheck_x,dimcheck_y,holecheck_xc,holecheck_yc,dimcheck_hx,dimcheck_wy,holecheck_d,holecheck_ratio,check_result
20211014_230001_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_230101_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_230201_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_230301_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_230401_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_230501_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_230601_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_230701_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_230801_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_230901_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_231001_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_231101_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_231201_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_231301_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_231401_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_231501_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_231601_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_231701_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_231801_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_231901_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_232001_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_232101_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_232201_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_232301_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_232401_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_232501_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_232601_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_232701_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_232801_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_232901_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_233001_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_233101_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_233201_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_233301_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_233401_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_233501_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_233601_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_233701_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_233801_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_233901_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_234001_2_5,5,2,5,3,30,1,1,1,1,1,1,0,1,0
20211014_234101_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_234201_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_234301_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_234401_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_234501_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_234601_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_234701_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_234801_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_234901_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_235001_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_235101_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_235201_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_235301_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_235401_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_235501_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_235601_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_235701_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_235801_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211014_235901_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211015_000001_2_5,5,2,5,3,30,1,1,1,0,1,1,1,1,0
20211015_000101_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211015_000201_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211015_000301_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211015_000401_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211015_000501_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211015_000601_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211015_000701_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211015_000801_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211015_000901_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
20211015_001001_2_5,5,2,5,3,30,1,1,1,1,1,1,1,1,1
