serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dim_x,dim_y,dim_h,dim_w,hole_x,hole_y,hole_xc,hole_yc,str_x,str_y,hole_d,hole_ratio,prd_dt
20211013_070001_1_1,1,1,1,1,1,39.96812265553275,29.938075065931844,0.0005359010611295156,-0.00046487855945093133,4.983655782758839,4.905691902490575,0.010010822199796666,-0.006117191966719973,1.3408211983039721e-05,-1.5528004336522685e-05,4.983655782758839,0.9843560864420084,2021-10-13 07:00:01
20211013_070101_1_1,1,1,1,1,1,40.02267666594236,30.008935746899194,-1.9323443602841093e-05,-9.747603446290562e-05,4.995681284950897,4.986362529513792,-0.0028465235884269436,0.02193882256219951,-4.828123756971143e-07,-3.248233635642269e-06,4.995681284950897,0.998134637718948,2021-10-13 07:01:01
20211013_070201_1_1,1,1,1,1,1,40.030540120349876,29.986827710575955,0.00027378847076320296,-0.00010709277408481244,5.019492746934284,5.021550109789186,0.01425496740155054,-0.018011063058336083,6.839489798040976e-06,-3.571327221353336e-06,5.021550109789186,1.000409874654398,2021-10-13 07:02:01
20211013_070301_1_1,1,1,1,1,1,40.03262757389817,30.019762701158655,-1.1494008195824123e-05,4.890707698146416e-05,5.003589765569337,4.99567169270961,-0.015950158328625477,0.016428719116983424,-2.871160074268614e-07,1.6291626775443007e-06,5.003589765569337,0.9984175215733687,2021-10-13 07:03:01
20211013_070401_1_1,1,1,1,1,1,39.9667289580544,30.030559002806147,0.00017868297279215797,0.0005793169805871004,4.94742309313901,5.026573779532704,-0.007600239398735025,0.008742500164197661,4.470793018355044e-06,1.9290915648055946e-05,5.026573779532704,1.015998366200671,2021-10-13 07:04:01
20211013_070501_1_1,1,1,1,1,1,40.00493728480906,29.929215193215132,-0.0004982836887540324,-6.112976083843253e-05,4.98330694021604,5.008850249646051,0.013027843065969104,0.01231224345715784,-1.245555480331284e-05,-2.042477908083954e-06,5.008850249646051,1.005125774859235,2021-10-13 07:05:01
20211013_070601_1_1,1,1,1,1,1,40.00829629328923,29.967901985651093,5.350371088703744e-05,-0.00044764288182730605,5.015384698891147,5.028810265915411,-0.0032015769297822,-0.02500982346058163,1.3373154031558165e-06,-1.4937411435796927e-05,5.028810265915411,1.0026768768160959,2021-10-13 07:06:01
20211013_070701_1_1,1,1,1,1,1,39.98667635099113,30.0053744053155,-0.00020994990026169317,0.00028950852450766067,5.0330331776874555,5.012512890386099,0.015593206432014313,0.0023410656034384978,-5.250496400821501e-06,9.648555641964387e-06,5.0330331776874555,0.9959228785948944,2021-10-13 07:07:01
20211013_070801_1_1,1,1,1,1,1,39.98866629829465,30.00975715258172,0.00019839476640164892,-0.0007374017148133444,4.995058161117975,5.044174334938676,0.0076777716398707865,-0.01096497495997378,4.961274900286175e-06,-2.457206538073922e-05,5.044174334938676,1.0098329533383668,2021-10-13 07:08:01
20211013_070901_1_1,1,1,1,1,1,39.9610241374255,29.958922683224067,-0.00012447030421204749,7.875436894648365e-06,4.919147095672935,4.9523888261108,-0.008675975436596471,-0.004984246420751047,-3.1147926485566423e-06,2.6287450246194366e-07,4.9523888261108,1.0067576207402105,2021-10-13 07:09:01
20211013_071001_1_1,1,1,1,1,1,40.01158549862493,29.986305405191704,0.00011977322681693231,8.734815816521045e-05,4.982371662196438,5.008304703880189,0.010645702055342257,-0.031518887999465825,2.993463651197939e-06,2.9129349876523086e-06,5.008304703880189,1.005204959292884,2021-10-13 07:10:01
20211013_071101_1_1,1,1,1,1,1,39.971469936705404,30.002190961654836,-3.38517045131587e-05,0.000579950547195408,5.015116693448341,5.004524432165722,-0.0041899845211176585,-0.020033954136960085,-8.468966632141045e-07,1.933027317693666e-05,5.015116693448341,0.9978879332366369,2021-10-13 07:11:01
