serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dim_x,dim_y,dim_h,dim_w,hole_x,hole_y,hole_xc,hole_yc,str_x,str_y,hole_d,hole_ratio,prd_dt
20211013_070001_2_4,5,2,4,1,19,39.95789231921093,30.021787543273785,-9.475205159066116e-05,0.00037438549513788943,5.003750922056594,4.99013179239746,-0.003147330004295141,0.025306692155132558,-2.37129753575882e-06,1.2470459815167415e-05,5.003750922056594,0.99727821590817,2021-10-13 07:00:01
20211013_070101_2_4,5,2,4,1,19,40.0149835064848,29.96604351228936,-0.00012253376775405245,-0.0008213053262188761,5.002443109092133,4.977804851751869,-0.002045815069563089,0.0004983136743989186,-3.0621971325864647e-06,-2.7407866703592382e-05,5.002443109092133,0.9950747551140595,2021-10-13 07:01:01
20211013_070201_2_4,5,2,4,1,19,40.02118906453265,29.973241068260734,-0.0005649414347759073,-8.84862071938567e-06,5.076519430220441,5.003353310009871,0.018773730446785146,-0.004257348070527796,-1.4116058217684654e-05,-2.952173473410472e-07,5.076519430220441,0.9855873455787417,2021-10-13 07:02:01
20211013_070301_2_4,5,2,4,1,19,39.93962388177284,30.02665541326006,7.57802186694754e-05,-0.0004283046942190217,5.046419611066794,5.031841757455087,0.0013385840401254436,0.007492145073577309,1.8973693616593884e-06,-1.4264149247534183e-05,5.046419611066794,0.9971112482244366,2021-10-13 07:03:01
20211013_070401_2_4,5,2,4,1,19,40.084888843151475,30.012404695183328,0.0001793442210116463,0.0004578704286149314,5.01157484574381,5.059296528182167,-0.01704942938406885,-0.0036182654089015813,4.474110473734976e-06,1.5256039403214323e-05,5.059296528182167,1.009522292673906,2021-10-13 07:04:01
20211013_070501_2_4,5,2,4,1,19,40.08741787396598,30.027253446381184,-0.0005429779776504069,0.0002518617945902868,4.983149491075109,5.024870767974984,-0.012500862808410378,-0.008829905766422676,-1.3544847896103422e-05,8.387773295350813e-06,5.024870767974984,1.0083724714609905,2021-10-13 07:05:01
20211013_070601_2_4,5,2,4,1,19,40.000593036971054,30.000351289657893,-9.76121660557784e-05,-0.001077443237130371,5.005906824485653,4.97350647286779,0.012225287244698162,0.038400184007987406,-2.4402679721662904e-06,-3.591435402630772e-05,5.005906824485653,0.9935275759709746,2021-10-13 07:06:01
20211013_070701_2_4,5,2,4,1,19,39.920527491158616,30.061957742050744,-0.00027749543862257874,-0.000224545521693462,5.049790223666268,4.9831677642819585,0.01807370010293468,0.013334831153319184,-6.951196691577709e-06,-7.469424434037013e-06,5.049790223666268,0.9868068857450596,2021-10-13 07:07:01
20211013_070801_2_4,5,2,4,1,19,39.984935171857884,30.01237764863193,0.0008053994758759306,-0.0004835219443871706,4.970234669687826,4.982341589012541,-0.01659342118225495,0.005525183883738583,2.0142573006915494e-05,-1.6110751039053756e-05,4.982341589012541,1.0024358848483659,2021-10-13 07:08:01
20211013_070901_2_4,5,2,4,1,19,39.97866730602272,29.972383323006987,-0.00019168532841189501,-0.00011155859659684384,4.970023890692391,5.08685688558336,0.03329895869282962,-0.014505494843223098,-4.79469030182049e-06,-3.7220462381852287e-06,5.08685688558336,1.0235075318470335,2021-10-13 07:09:01
20211013_071001_2_4,5,2,4,1,19,40.0079362651979,29.998581730435067,0.0003303355473793137,-0.0001300822229714385,5.063752840486578,5.089330126030198,0.01586116314295808,0.0003143329700653168,8.256750490443717e-06,-4.336279099470344e-06,5.089330126030198,1.0050510533095376,2021-10-13 07:10:01
20211013_071101_2_4,5,2,4,1,19,40.03306475135189,30.088856466127126,-0.0004259237015174563,-0.0003191876846396522,4.969289251735011,5.060090337272356,-0.02246614252136894,-0.022637303805995525,-1.0639297894450441e-05,-1.0608169340000719e-05,5.060090337272356,1.0182724492251365,2021-10-13 07:11:01
