serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dimcheck_x,dimcheck_y,holecheck_xc,holecheck_yc,dimcheck_hx,dimcheck_wy,holecheck_d,holecheck_ratio,check_result
20211014_150001_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_150101_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_150201_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_150301_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_150401_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_150501_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_150601_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_150701_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_150801_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_150901_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_151001_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_151101_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_151201_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_151301_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_151401_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_151501_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_151601_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_151701_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_151801_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_151901_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_152001_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_152101_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_152201_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_152301_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_152401_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_152501_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_152601_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_152701_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_152801_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_152901_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_153001_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_153101_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_153201_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_153301_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_153401_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_153501_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_153601_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_153701_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_153801_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_153901_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_154001_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_154101_1_3,3,1,3,3,16,1,1,0,1,1,1,1,1,0
20211014_154201_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_154301_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_154401_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_154501_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_154601_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_154701_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_154801_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_154901_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_155001_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_155101_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_155201_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_155301_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_155401_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_155501_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_155601_1_3,3,1,3,3,16,1,1,1,0,1,1,1,1,0
20211014_155701_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_155801_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_155901_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_160001_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_160101_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_160201_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_160301_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_160401_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_160501_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_160601_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_160701_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_160801_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_160901_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_161001_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_161101_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_161201_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_161301_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_161401_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_161501_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_161601_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_161701_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_161801_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_161901_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_162001_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_162101_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_162201_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_162301_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_162401_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_162501_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
20211014_162601_1_3,3,1,3,3,16,1,1,1,1,1,1,1,1,1
