serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dim_x,dim_y,dim_h,dim_w,hole_x,hole_y,hole_xc,hole_yc,str_x,str_y,hole_d,hole_ratio,prd_dt
20210917_070001_1_2,1,1,2,1,7,40.06059438694227,30.008025302309736,0.0002602596930590013,0.0004513770282777102,5.073688844615204,4.973242768190061,-0.02435209239443353,-0.03917345888617998,6.4966508121465315e-06,1.5041877088892197e-05,5.073688844615204,0.9802025548863232,2021-09-17 07:00:01
20210917_070101_1_2,1,1,2,1,7,40.033378328955315,29.989550703725435,-0.00043769870605575134,0.00015084290484116677,4.962546970111398,5.015647519398554,0.015006771661747558,0.03503638250291801,-1.0933344232384527e-05,5.029848774040766e-06,5.015647519398554,1.0107002612986782,2021-09-17 07:01:01
20210917_070201_1_2,1,1,2,1,7,40.043553369377776,30.019618401963047,-0.00013436140340760812,0.00019439720576063527,5.0034493202643935,5.076917439710341,-0.0086708033638944,-0.012924913052171893,-3.3553816308009613e-06,6.475672114070685e-06,5.076917439710341,1.014683494274319,2021-09-17 07:02:01
20210917_070301_1_2,1,1,2,1,7,39.94996612921494,30.002386156885173,-1.2027993581541127e-05,-0.0006351809578746927,5.048674451775488,4.972900444598145,-0.01863693906222563,-0.01665858359791613,-3.0107644003095153e-07,-2.11710146837413e-05,5.048674451775488,0.9849913065496438,2021-09-17 07:03:01
20210917_070401_1_2,1,1,2,1,7,39.976244194845044,29.95735445705261,-0.00014317984682231003,0.0006957080706655379,5.007910203911804,5.00278060028096,0.007475699828777161,-0.007913637862736302,-3.581623279176715e-06,2.3223281336905677e-05,5.007910203911804,0.9989756997585865,2021-09-17 07:04:01
20210917_070501_1_2,1,1,2,1,7,39.94106217550413,30.05418627785136,0.0005907760227624226,-8.046850887534664e-07,5.1535618895775555,4.9804244677640055,-0.006497536249871419,-0.015511186325476932,1.4791194589831058e-05,-2.6774475985280114e-08,5.1535618895775555,0.9664043188918137,2021-09-17 07:05:01
20210917_070601_1_2,1,1,2,1,7,39.94905927010876,30.018830854338805,0.0002079747912560768,0.000694141619219227,4.9763588249069945,5.034148253697764,-0.047264980109889256,-0.013917839043540886,5.2059997170369064e-06,2.312353944054082e-05,5.034148253697764,1.011612793776351,2021-09-17 07:06:01
20210917_070701_1_2,1,1,2,1,7,39.961331547863274,30.08289960404415,-0.0001838189613651116,-0.0002779152023942222,4.985989994769129,5.05850196935206,0.014411876612797915,-0.018957414404157116,-4.599920829588582e-06,-9.238311667165922e-06,5.05850196935206,1.0145431448235964,2021-09-17 07:07:01
20210917_070801_1_2,1,1,2,1,7,39.98012397116271,29.99723731089304,-0.0004152415731859315,0.0005698190798285181,4.9062702281427395,4.955024238739615,0.0021180536328360916,-0.036317746498424154,-1.0386200240035308e-05,1.899571863644913e-05,4.955024238739615,1.0099370822090512,2021-09-17 07:08:01
20210917_070901_1_2,1,1,2,1,7,39.98384307940994,29.97152336199261,-0.000231831843076517,-0.00017757659743914162,5.0076779921274825,4.929480925980973,-0.03870370586381543,0.025929873400771086,-5.798138078325468e-06,-5.924843902473422e-06,5.0076779921274825,0.9843845658068584,2021-09-17 07:09:01
