serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dimcheck_x,dimcheck_y,holecheck_xc,holecheck_yc,dimcheck_hx,dimcheck_wy,holecheck_d,holecheck_ratio,check_result
20211016_230001_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_230101_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_230201_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_230301_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_230401_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_230501_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_230601_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_230701_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_230801_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_230901_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_231001_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_231101_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_231201_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_231301_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_231401_2_6,10,2,6,2,36,1,0,1,1,1,1,1,1,0
20211016_231501_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_231601_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_231701_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_231801_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_231901_2_6,10,2,6,2,36,1,0,1,1,1,1,1,1,0
20211016_232001_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_232101_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_232201_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_232301_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_232401_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_232501_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_232601_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_232701_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_232801_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_232901_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_233001_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_233101_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_233201_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_233301_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_233401_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_233501_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_233601_2_6,10,2,6,2,36,1,1,1,1,1,1,0,1,0
20211016_233701_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_233801_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_233901_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_234001_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
20211016_234101_2_6,10,2,6,2,36,1,1,1,1,1,1,1,1,1
