serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dim_x,dim_y,dim_h,dim_w,hole_x,hole_y,hole_xc,hole_yc,str_x,str_y,hole_d,hole_ratio,prd_dt
20211014_230001_1_2,4,1,2,1,11,39.98370192715465,30.006813866773157,0.0005129093819475771,-0.0004997811874043916,4.96821025952772,5.006099641331975,0.01613985052606192,-0.012988811474484756,1.2827961324892689e-05,-1.665558994778197e-05,5.006099641331975,1.0076263643897907,2021-10-14 23:00:01
20211014_230101_1_2,4,1,2,1,11,39.92667379226014,29.96518845102875,0.0005069585633995425,0.0005076442238830158,5.066179633016114,5.009064605723293,0.01618647115082988,0.002264814575001882,1.2697240096614743e-05,1.6941132364731967e-05,5.066179633016114,0.9887262135514098,2021-10-14 23:01:01
20211014_230201_1_2,4,1,2,1,11,39.96834147528761,30.03370008239387,0.00014199632069976763,-2.58820478490701e-05,5.069172538555749,4.944179745850194,-0.008882394213261108,-0.007060719266437218,3.552719864234643e-06,-8.617668744798607e-07,5.069172538555749,0.9753425649344406,2021-10-14 23:02:01
20211014_230301_1_2,4,1,2,1,11,40.019142411151506,30.032819166442394,-0.00013311188581388572,-0.0002395188951157017,4.969062892172802,5.005492439074761,0.002089602936773633,0.026276943586403083,-3.3262053555848695e-06,-7.97523848121896e-06,5.005492439074761,1.0073312710449573,2021-10-14 23:03:01
20211014_230401_1_2,4,1,2,1,11,40.060872791209384,30.026247519868047,-7.096123058431499e-05,0.00024490904836976617,4.987171581520895,5.027157220828866,0.012762116446667462,0.018894069407741,-1.7713351117973175e-06,8.15649868361714e-06,5.027157220828866,1.008017698740531,2021-10-14 23:04:01
20211014_230501_1_2,4,1,2,1,11,40.033620485569976,30.038960784766473,0.0006086753589985562,-0.0005012617815989428,4.981846338883188,5.072006343935888,-0.0006081063867969983,0.008483994472870049,1.520410474036321e-05,-1.668705469508604e-05,5.072006343935888,1.0180977089455776,2021-10-14 23:05:01
20211014_230601_1_2,4,1,2,1,11,39.96734163408376,29.906164529441263,0.0006762530597107846,-0.0003636711663484567,4.9846102826958,5.023088273591607,-0.01856342524684277,-0.03259936251792735,1.692014109675192e-05,-1.216040813225778e-05,5.023088273591607,1.0077193579264128,2021-10-14 23:06:01
20211014_230701_1_2,4,1,2,1,11,40.00451351552354,30.070965437158147,-0.0005473747020091908,-0.00021508733212959285,4.933702936766942,5.0310602798154935,-0.025268708640709184,0.02942139202624601,-1.3682823609310608e-05,-7.1526580208766206e-06,5.0310602798154935,1.0197331181662814,2021-10-14 23:07:01
20211014_230801_1_2,4,1,2,1,11,40.0271514980076,29.99181983985783,-4.1050197064412445e-05,-0.0006109922335904647,5.004112994263665,4.981709296767219,0.013565295352804643,0.00632131946495377,-1.0255587901741089e-06,-2.0371962650245134e-05,5.004112994263665,0.9955229433223974,2021-10-14 23:08:01
20211014_230901_1_2,4,1,2,1,11,40.025066268160714,29.948999582901713,-0.000366848116547262,0.00034810388058760544,5.035628685960706,5.035146368103176,-0.004480706107098037,0.011612824932031293,-9.165459317155051e-06,1.162322232580826e-05,5.035628685960706,0.9999042189391615,2021-10-14 23:09:01
