serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dimcheck_x,dimcheck_y,holecheck_xc,holecheck_yc,dimcheck_hx,dimcheck_wy,holecheck_d,holecheck_ratio,check_result
20211017_070001_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_070101_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_070201_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_070301_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_070401_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_070501_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_070601_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_070701_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_070801_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_070901_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_071001_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_071101_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_071201_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_071301_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_071401_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_071501_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_071601_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_071701_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_071801_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_071901_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_072001_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_072101_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_072201_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_072301_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_072401_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_072501_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_072601_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_072701_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_072801_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_072901_2_5,11,2,5,1,26,1,1,0,1,1,1,1,1,0
20211017_073001_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_073101_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_073201_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_073301_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_073401_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_073501_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_073601_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_073701_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_073801_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_073901_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_074001_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_074101_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_074201_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_074301_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_074401_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_074501_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_074601_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_074701_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_074801_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_074901_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_075001_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_075101_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_075201_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_075301_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_075401_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_075501_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_075601_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_075701_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_075801_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_075901_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_080001_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_080101_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_080201_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_080301_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_080401_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_080501_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_080601_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_080701_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_080801_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_080901_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_081001_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_081101_2_5,11,2,5,1,26,1,1,1,1,1,1,1,1,1
20211017_081201_2_5,11,2,5,1,26,1,1,1,0,1,1,1,1,0
