serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dimcheck_x,dimcheck_y,holecheck_xc,holecheck_yc,dimcheck_hx,dimcheck_wy,holecheck_d,holecheck_ratio,check_result
20211012_070001_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_070101_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_070201_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_070301_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_070401_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_070501_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_070601_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_070701_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_070801_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_070901_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_071001_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_071101_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_071201_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_071301_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_071401_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_071501_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_071601_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_071701_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_071801_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_071901_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_072001_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_072101_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_072201_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_072301_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_072401_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_072501_1_2,4,1,2,2,8,1,1,1,0,1,1,1,1,0
20211012_072601_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_072701_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_072801_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_072901_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_073001_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_073101_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_073201_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_073301_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_073401_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_073501_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_073601_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_073701_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_073801_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_073901_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_074001_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_074101_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_074201_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_074301_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_074401_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_074501_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_074601_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_074701_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_074801_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_074901_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_075001_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_075101_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_075201_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_075301_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_075401_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_075501_1_2,4,1,2,2,8,1,0,1,1,1,1,1,1,0
20211012_075601_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_075701_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_075801_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_075901_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_080001_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_080101_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_080201_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_080301_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_080401_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_080501_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_080601_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_080701_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_080801_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_080901_1_2,4,1,2,2,8,0,1,1,1,1,1,1,1,0
20211012_081001_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_081101_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_081201_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_081301_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_081401_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_081501_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_081601_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_081701_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_081801_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_081901_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_082001_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_082101_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_082201_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_082301_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_082401_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_082501_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_082601_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_082701_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_082801_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_082901_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_083001_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_083101_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_083201_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_083301_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_083401_1_2,4,1,2,2,8,1,1,1,1,1,1,0,1,0
20211012_083501_1_2,4,1,2,2,8,1,0,1,1,1,1,1,1,0
20211012_083601_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_083701_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_083801_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_083901_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_084001_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_084101_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_084201_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_084301_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_084401_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_084501_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_084601_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_084701_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_084801_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_084901_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_085001_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_085101_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_085201_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_085301_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_085401_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_085501_1_2,4,1,2,2,8,0,1,1,1,1,1,1,1,0
20211012_085601_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_085701_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_085801_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_085901_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_090001_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_090101_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_090201_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_090301_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_090401_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_090501_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_090601_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_090701_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_090801_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_090901_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_091001_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_091101_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_091201_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_091301_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_091401_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_091501_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_091601_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_091701_1_2,4,1,2,2,8,1,1,1,1,1,1,0,1,0
20211012_091801_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_091901_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_092001_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_092101_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_092201_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_092301_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_092401_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_092501_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_092601_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_092701_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_092801_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_092901_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_093001_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_093101_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_093201_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_093301_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_093401_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_093501_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_093601_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_093701_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_093801_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_093901_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_094001_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
20211012_094101_1_2,4,1,2,2,8,1,1,1,1,1,1,1,1,1
